,Directory,File,Text
47,entertainment,014.txt,"Adventure tale tops awards

Young book fans have voted Fergus Crane, a story about a boy who is taken on an adventure by a flying horse, the winner of two Smarties Book Prizes.

Paul Stewart and Chris Riddell's book came top in the category for six- to eight-year-olds and won the award chosen by after-school club members. Sally Grindley's Spilled Water, about a Chinese girl sold as a servant, was top in vote of readers aged nine to 11. Biscuit Bear by Mini Grey took the top award in the under-five category. Winners were voted for by about 6,000 children from a shortlist picked by an adult panel.

The prize, which is celebrating its 20th year, is billed as ""the UK's biggest children's book award"". Fergus Crane includes text by Stewart and illustrations by Riddell, who also created The Edge Chronicles together. As well as the six to eights prize, it won the 4Children Special Award voted for by after-school club members. Julia Eccleshare, chair of the adult judging panel, said children's literature had ""never looked stronger"" in the prize's 20 years. ""This award counts because the final choice of winners is made by children, who are the toughest critics of all,"" she said. ""This year's young judges chose the winners from an exceptionally strong and varied shortlist which showcases the very best in children's books today."" Previous winners have included JK Rowling, Jacqueline Wilson and Dick King-Smith.
"
48,entertainment,015.txt,"Mutant book wins Guardian prize

A book about the evolution of mutants and the science of abnormality has won the Guardian First Book Award 2004.

Armand Marie Leroi, a lecturer at London's Imperial College, scooped the Â£10,000 prize for Mutants: On the form, varieties and errors of the human body. ""It is profoundly cultured and beautifully written in the very best tradition of popular science writing today,"" said judge Claire Armistead. The award recognises and rewards new writing across fiction and non-fiction. A panel of literary experts, including novelists Hari Kunzru and Ali Smith, director Sir Richard Eyre and comedian Alexei Sayle chose the winner from a five-strong shortlist.

The shortlist included Susanna Clarke's Jonathan Strange and Mr Norrell, a novel about the magic arts at the turn of the 19th Century and The Places In Between, Rory Stewart's account of his trek, on foot, across Afghanistan. ""What we found so impressive about Armand Marie Leroi's book was the scope of its reference, its elegance and its inquisitiveness,"" said Ms Armistead, chair of the judges and the Guardian literary editor. ""While the subject matter of Mutants unsettled some involved in the judging process, the overwhelming majority found it fascinating,"" she added. Her words were echoed by Iris director Sir Richard Eyre who called Marie Leroi's work ""extraordinarily thought provoking"". The award, for first time authors, is open to books from genres including fiction, poetry, biography, memoir, history, politics, science and current affairs. Previous winners include White Teeth by Zadie Smith, in 2000, which went on to become a bestseller.
"
49,entertainment,016.txt,"Arthur Hailey: King of the bestsellers

Novelist Arthur Hailey, who has died at the age of 84, was known for his bestselling page-turners exploring the inner workings of various industries, from the hotels to high finance.

Born in Luton, Bedfordshire, on 5 April 1920, Hailey was the only child of working class parents, They could not afford to keep him in school beyond the age of 14. He served as a pilot with the Royal Air Force during World War II, flying fighter planes to the Middle East. It was an occupation that was later to feature in his authorial debut, the television screenplay Flight into Danger. Hailey emigrated to Canada in 1947, where he eventually became a citizen. He wanted to be a writer from an early age, but did not take it up professionally until his mid-thirties, when he was inspired to write his first screenplay while on a return flight to Toronto.

""I fell to daydreaming. I visualised the pilots at the controls and wondered what would happen if they both got sick. Could I fly the airplane? I was a rusty wartime pilot who hadn't flown for nine years... "" Hailey later recalled. The Canadian Broadcasting Corporation bought Flight into Danger for $600 (Â£318) and it was shown on TV in April 1956. It was later memorably spoofed in the 1980 comedy Airplane!, starring Leslie Nielsen. Hailey worked as a screenwriter for a couple of years, before turning to novels. He went on to produce 11 best-selling books, which were published into 38 languages in 40 countries. Flight into Danger was adapted to become Hailey's first novel, Runaway Zero-Eight in 1958. The Final Diagnosis and In High Places followed, both achieving a popular following. But it was not until Hotel, in 1965, that Hollywood came calling. The hit novel took four years to write, and stayed on national best-seller lists for a full year. It was turned into a movie in 1967 and later adapted into a glossy soap in the 1980s, starring James Brolin. Airport (1968) arguably remains Hailey's best-loved work and prompted the disaster movie genre. The thriller follows events in the sky, and on the ground at a snow-logged airport, when a terrorist boards an airplane with a bomb.

The book was adapted into a hit film in 1970, starring Burt Lancaster as the harassed aiport manager and Dean Martin as a womanising pilot, alongside Jean Seberg and Jacqueline Bisset. In a testament to the popularity of the fledgling disaster genre - three sequels followed. The writer was known for his painstaking research into the professions around which each novel was centred, drawing his characters ""from real life"" and taking up to three years to produce each book. ""I have never been able to write quickly or easily. I am too self-critical for that. I am never satisfied,"" he once said. In 1969, he moved to Nassau in the Bahamas, with his wife Sheila. Wheels (1971), The Moneychangers (1975) and Overload (1979) followed. Despite a lukewarm response from critics, and few literary accolades, Hailey was at the height of his fame in the seventies and continued to attract the attention of Hollywood producers. Strong Medicine, Hailey's blockbuster focusing on the pharmaceutical industry, was turned into a film in 1986, starring Sam Neill, Douglas Fairbanks Jr and a panoply of former soap stars. The 1997 novel Detective proved to be Hailey's final book, when at the age of 77 he decided to retire. Hailey's health began to deteriorate in recent years, twice undergoing heart surgery. He suffered a stroke just two months ago. He died in his sleep on Wednesday, after dinner with his wife and two of his six children at his home in New Providence island. ""He had a wonderful life. His greatest ambition was to see his name on a book and he certainly achieved that,"" said his wife, Sheila.
"
50,entertainment,017.txt,"Spark heads world Booker list

Dame Muriel Spark is among three British authors who have made the shortlist for the inaugural international Booker Prize.

Doris Lessing and Ian McEwan have also been nominated. McEwan and Margaret Atwood are the only nominees to have previously won the main Booker Prize. The new Â£60,000 award is open to writers of all nationalities who write in English or are widely translated. The prize commends an author for their body of work instead of one book.

Gabriel Garcia Marquez, Saul Bellow, Milan Kundera and John Updike also feature on the 18-strong list of world literary figures.

But other past winners of the regular Booker Prize, such as Salman Rushdie, JM Coetzee and Kazuo Ishiguro have failed to make the shortlist. The prize, which will be awarded in London in June, will be given once every two years. It will reward an author - who must be living - for ""continued creativity, development and overall contribution to fiction on the world stage"". An author can only win once. The international award was started in response to criticisms that the Booker Prize is only open to British and Commonwealth authors.



Margaret Atwood (Canada) Saul Bellow (Canada) Gabriel Garcia Marquez (Colombia) Gunter Grass (Germany) Ismail Kadare (Albania) Milan Kundera (Czech Republic) Stanislaw Lem (Poland) Doris Lessing (UK) Ian McEwan (UK) Naguib Mahfouz (Egypt) Tomas Eloy Martinez (Argentina) Kenzaburo Oe (Japan) Cynthia Ozick (US) Philip Roth (US) Muriel Spark (UK) Antonio Tabucchi (Italy) John Updike (US) Abraham B Yehoshua (Israel)
"
51,entertainment,018.txt,"Versace art portfolio up for sale

The art collection of murdered fashion designer Gianni Versace could fetch up to Â£9m ($17m) when it is auctioned in New York and London later this year.

Among the pictures for sale are works by Roy Lichtenstein, Andy Warhol and Henri Matisse. The collection was housed at Versace's six-storey New York townhouse. The 51-year-old designer was shot outside his Florida home in 1997 by suspected serial killer Andrew Cunanan, who later killed himself. The auction, at Sotheby's, will feature 45 contemporary, impressionist and 19th Century paintings. One of the highlights of the sale is Roy Lichtenstein's Blue Nude which has been given an estimate of Â£1.8m ($3.4m).

Tobias Meyer, Sotheby's worldwide head of contemporary art, said: ""This collection reflects Mr Versace's wide-ranging taste and impeccable eye, and many of the works were commissioned directly from the artists. ""Outstanding later examples from champions of the Pop movement, such as Roy Lichtenstein, are juxtaposed with masterpieces from the most visible artists of the 1980's, including Jean-Michel Basquiat and the collaborative genius of Basquiat and Warhol, as well as Francesco Clemente."" Much of the collection will be offered for sale at three auctions in New York in June, with smaller contemporary paintings going under the hammer in London on 22 and 23 June. A sale of Versace's furniture and artworks sold in 2001fetched Â£5.5m ($10.3m).
"
52,entertainment,019.txt,"Slater to star in Broadway play

Actor Christian Slater is stepping into the role of Tom in the Broadway revival of The Glass Menagerie.

Slater, 35, is replacing actor Dallas Roberts in the Tennessee Williams drama, which opens next month. No reason was given for Roberts' departure. The role will be played by understudy Joey Collins until Slater joins the show. Slater won rave reviews for his recent performance in One Flew Over the Cuckoo's Nest in London's West End.

He has also starred in a number of films, including Heathers, Robin Hood: Prince of Thieves and more recently Churchill: The Hollywood Years. Preview performances of The Glass Menagerie will begin at New York's Ethel Barrymore Theatre on Thursday. Philip Rinaldi, a spokesman for the show, said the play's 15 March opening date remains unchanged. The revival, directed by David Leveaux, will also star Jessica Lange as the domineering mother, Amanda Wingfield.
"
53,entertainment,020.txt,"Public show for Reynolds portrait

Sir Joshua Reynolds' Portrait of Omai will get a public airing following fears it would stay hidden because of an export wrangle.

The Tate Gallery unsuccessfully tried to buy the picture from its anonymous owner after a ban was issued preventing the painting from leaving the UK. The 18th Century painting has remained in storage but the owner has agreed to allow it to be part of an exhibition. The exhibition of Reynolds' work will be shown at Tate Britain from May. Joshua Reynolds: The Creation of Celebrity will feature prints, caricatures, and sculpture by the 18th Century artist, who painted some of the most famous personalities of his day. Portrait of Omai fetched the second highest amount for a British painting when it was sold at auction for Â£10.3m in 2001. It was bought by a London dealer who sold it on to a collector. The unnamed collector wanted to take it out of the country, but was barred from doing so by the government because of its historical significance.

In March 2004, the Tate managed to raise Â£12.5m funding to buy the portrait but the owner refused to sell and it has been held in storage since. The portrait is of a young man who was dubbed ""the noble savage"" when he arrived in London from Polynesia. He became a darling of London society and was invited to all the best parties by people who were fascinated by such an exotic character. Sir Joshua painted him after his arrival in 1774, and it became the artist's most famous work after it was first exhibited at the Royal Academy in 1776.
"
54,entertainment,021.txt,"Obituary: Dame Alicia Markova

Dame Alicia Markova, who has died in Bath aged 94, was the UK's first prima ballerina of the modern age, and, in her heyday, the greatest in the western world.

She was born Lilian Alicia Marks in London in 1910. Her parents were comfortably off - her father, a mining engineer, drove a Rolls Royce. When she was eight, her mother took a decision which changed her life. Fearing that she had flat feet and weak legs, she arranged for her to have ballet lessons. Very quickly it became apparent that she was something special. She was spotted by the Russian artistic impresario, Sergei Diaghilev, who wanted her to dance for his company, Ballets Russes. She became ill with diphtheria but kept in touch, and, eventually, with a governess in tow, joined Diaghilev in Monte Carlo when she was 14.

From here, she toured Europe, playing in all the top venues. It was Diaghilev who changed her name without even consulting her. Her life was one of great excitement. People such as Matisse and Stravinsky became like uncles to her, the latter put in charge of her musical education. Soon after Diaghilev's death in 1929, Alicia Markova returned to England and became Britain's first international ballerina. She helped launch the Ballet Club at the Mercury Theatre (later the Ballet Rambert), the Vic Wells Ballet, and then, with Anton Dolin, the Markova-Dolin Ballet of 1935-37. She also began working with young choreographers such as Anthony Tudor and Frederick Ashton who became huge influences on the direction of ballet in the west.

Her version of Giselle, all lightness and grace, is still considered to be among the finest ever. She was also outstanding in The Dying Swan. She was one of the first British ballerinas to take a major part in Les Sylphides. She, above all, helped popularise ballet both in Britain and in America.

Alicia Markova spent World War II in the United States where, in a re-formed Ballets Russes, she played to huge audiences. She even appeared in Hollywood movies. In 1950, back in England, she and Anton Dolin jointly established the Festival Ballet. She retired in 1963, an ""instant decision"" she said, ""largely because of a leg injury"". Created a Dame, she made a new career for herself as a teacher. She also travelled the world directing ballet companies and putting on shows. She became director of ballet for the Metropolitan Opera Ballet in New York, and for some years was full-time Professor of Ballet and Performing Arts in the University of Cincinnati. A critic once said of Dame Alicia Markova's dancing: ""She gave the illusion of moving as if she had no weight to get off the ground.""
"
55,entertainment,022.txt,"Fears raised over ballet future

Fewer children in the UK are following in the dainty footsteps of dancers like Darcey Bussell, and carving out potential careers as ballet dancers.

New research from the Royal Academy of Dance (RAD) has found fewer children over the age of 10 are attending ballet classes and taking exams in the discipline. The organisation blames the growing popularity of computer games and other changes in lifestyle. And there are fears that if the trend is not reversed, there could be fewer British ballet stars in the future. The RAD found that the number of youngsters taking their ballet exams drops by almost 70% after the age of 10 or 11. Dance teacher Eve Trew, who has taught ballet for over 48 years, told BBC News she had seen a ""vast"" change over the years. She blamed modern lifestyles for the fall in ballet attendance. ""I think the children of many years ago did not have as many hobbies,"" she said. ""The trouble now is that they are wide open to computers, Gameboys and everything else children have got. ""As a result, there is less time being spent on ballet lessons.""

Hazel Gilbert, 23, an information manager from Newcastle, gave up ballet at the age of 10 and is typical of the problem. ""It's not a very cool thing to do when you go to 'big' school and I think you have to be very focused on ballet to want to carry on doing it,"" she said. ""I used to love it, but after a certain age it becomes much more disciplined and I didn't want that. ""I started getting into other things, like swimming and kickboxing, and ballet just wasn't something I wanted to do any more."" Ms Trew, who runs a dance school in Gateshead, admitted it would be ""very difficult"" to reverse the trend and said many young ballet dancers were no longer willing to make the sacrifices to succeed. ""You have to be very dedicated and you have to be very disciplined. ""It is a career that you have got to really want to do because it is such hard work. ""Children these days have not got the time to spend perfecting it... that is very sad.""

Currently, only two out of 16 principal dancers at the Royal Ballet - Darcey Bussell and Jonathan Cope - are British, compared to 16 of the 21 principals in 1985. But a spokesman for the English National Ballet told BBC News that although only two out of their 12 principal dancers were British, around a quarter of the company's dancers were from the UK. He said competition at open auditions in London was ""fierce"" between talented dancers from all over the world. The RAD have launched a new competition to try and reverse the decline in British ballet. Dame Antoinette Sibley, president of the RAD, launched the Fonteyn Nureyev Young Dancers competition earlier this week.

Aimed at children aged 10 to 13, it is hoped the contest will help keep British ballet evolving. A spokeswoman for the RAD said: ""It is our responsibility to re-ignite the passion and nurture young dancers for the long-term future of ballet. ""We need to provide them with a framework and a goal to work towards, with constant support and coaching in an environment where they can work with their peers and possibly leading artists and choreographers. ""Perhaps more importantly provide them with the opportunity to experience 'performance' themselves. ""What better way to reignite a passion for ballet than to let them experience the thrill of performance?""
"
56,entertainment,023.txt,"Famed music director Viotti dies

Conductor Marcello Viotti, director of Venice's famous La Fenice Theatre, has died in Germany at 50.

Viotti, director of La Fenice since 2002, conducted at renowned opera houses worldwide including Milan's La Scala and the Vienna State Opera. His time at La Fenice coincided with its reopening in 2003 after it was destroyed by fire in 1996. He fell into a coma after suffering a stroke during rehearsals for Jules Massenet's Manon last week.

He conducted some of the best orchestras in the world including the Berlin Philharmonic and the English Chamber Orchestra. Viotti was born in Switzerland and studied the piano, cello and singing at the Lausanne Conservatory. His career breakthrough came in 1982 when he won first prize at the Gino Marinuzzi conducting competition in Italy. Viotti established himself as chief conductor of the Turin Opera and went on to become chief conductor of Munich's Radio Orchestra. At La Fenice Viotti was widely acclaimed for his production of the French composer Massenet's Thais and some of his other productions included Giuseppe Verdi's La Traviata and Richard Strauss's Ariadne auf Naxos.

The last opera he directed at La Fenice was Massenet's Le Roi de Lahore. Viotti's debut at the New York's Metropolitan Opera came in 2000 with Giacomo Puccini's Madame Butterfly, followed by La Boheme, La Traviata and Fromental Halevy's La Juive. Giampaolo Vianello, superintendent of the Fenice Theatre Foundation, said: ""I am filled with extreme sadness because, other than a great artist, he is missed as a friend - a main character in the latest joyous times, during the rebirth of our theatre."" Viotti's last public performance was on 5 February when he conducted Vincenzo Bellini's Norma at the Vienna State Opera.
"
57,entertainment,024.txt,"Paraguay novel wins US book prize

A novel set in 19th century Paraguay has won the $10,000 (Â£5,390) fiction prize at the US National Book Awards.

Lily Tuck's The News From Paraguay is a fictionalised tale about Paraguayan leader Francisco Solano Lopez and his Irish mistress. But the annual awards, which were presented in New York on Wednesday, were not without controversy. Children's author Judy Blume, who was given an honourary medal, used the ceremony to speak out over censorship.

Sales of Blume's books have exceeded 75 million, but her work - which features frank narratives about families, religion and sexuality - is closely watched by the censors. Blume said: ""The urge to ban is contagious. It spreads like wildfire from community to community. Please speak out. Censors hate publicity."" Her medal marks the second year in a row the honourary prize went to someone as notable for popular success as literary greatness. Last year's honorary winner, Stephen King, accused the industry during the 2003 ceremony of snobbery against popular writers. But his argument that the award should help sell books instead of honouring excellence is not shared by everyone.

This year's fiction panel overlooked high-profile works such as Philip Roth's The Plot Against America and instead chose five little-known books, all by New York-based women. One fiction judge, Stewart O'Nan, carried around a note written on a napkin that said: ""I would hope that our caring more for the quality of a work than its sales figures make us a friend of books, not an enemy."" The National Book Awards non-fiction prize was awarded to Kevin Boyle's for Arc of Justice, which focuses on a black family's fight to live in a white Detroit neighbourhood in the 1920s. The award had created a lot of interest this year after the surprise inclusion of the of the 9-11 Commission Report looking into the events of the 11 September terrorist attacks on the US. Pete Hautman won the young people's literature prize for his novel Godless. The winner in the poetry category was Jean Valentine for Door in the Mountain: New and Collected Poems, 1965-2003.
"
58,entertainment,025.txt,"New Harry Potter tops book chart

Harry Potter and the Half-Blood Prince has topped Amazon's book chart less than 24 hours after its release date - 16 July - was announced.

Thousands of customers placed pre-orders on the amazon.co.uk website for the sixth book in the series. Rowling revealed she had completed the novel on Tuesday, ahead of the scheduled announcement on 25 December. It will be published simultaneously in the UK, the US, Canada, Australia, New Zealand and South Africa. JK Rowling's fifth book in the wizard series, Harry Potter and Order of the Phoenix was Amazon's largest pre-ordered item ever, with 420,000 copies pre-ordered prior to its release in June 2003. Customers who pre-order Harry Potter and the Half-Blood Prince avoid standing in long queues at bookshops on the day of the book's release next July. ""The fact that the book has already hit number one in our Hot 100 books chart shows how incredibly excited customers are about the sixth Harry Potter,"" said Amazon's Robin Terrell.

Harry Potter and the Half-Blood Prince takes up the story of Harry Potter's sixth year at Hogwarts School of Witchcraft and Wizardry as Lord Voldemort grows stronger. Rowling has already revealed that the Half-Blood Prince is neither Harry nor Voldemort. And she added that the opening chapter of the book had been brewing in her mind for 13 years. Rowling said she had plenty of time while pregnant ""to tinker with the manuscript to my satisfaction and I am as happy as I have ever been with the end result"". She also previously revealed that a character will be killed in the sixth book, but she has given no hints as to who it might be. Following publication of the sixth book, just one novel remains to complete the series.
"
59,entertainment,026.txt,"UK's National Gallery in the pink

The National Gallery, home to some of the UK's greatest artworks, has seen a big jump in visitor numbers.

Five million visitors made the London gallery - which houses treasures like Raphael's Madonna of the Pinks - the UK's most visited museum in 2004. It recorded a 13.8% rise in numbers and was the country's second most visited tourist attraction, behind Blackpool Pleasure Beach. Charles Saumarez Smith, the gallery's director, said he was ""delighted"". He said the number of visitors through the doors had boosted figures to pre-11 September 2001 levels. Mr Saumarez Smith added that the pedestrianisation of Trafalgar Square, where the gallery is located, and strong temporary collections throughout 2004 had led to the strong performance.

""Our 2004 exhibition programme of El Greco, Russian Landscape in the Age of Tolstoy and Raphael: From Urbino to Rome was particularly strong and exceeded all targets,"" he said. ""The exceptional quality of the paintings in our permanent collection is also huge draw for the public. ""The expectations of today's visitors are higher than ever and we have kept pace with their demands."" Mr Saumarez Smith said he was confident the gallery could maintain the attendance. ""With important exhibitions of the work of Caravaggio, Stubbs and Rubens in place for 2005, I am confident that the gallery is set for another highly successful year,"" he added. The figures were prepared by the Association of Leading Visitor Attractions (Alva).

It found that the figures had been boosted by an increase in Europeans travelling to the UK on budget airlines. Popular cultural tourist spots such as the Tate Modern and the Natural History Museum all recorded increases of more than 10% in visitor numbers compared with 2003. But for legal or confidentiality reasons some Alva members did not submit figures for 2004, including Buckingham Palace, Windsor Castle, Madame Tussauds and Alton Towers. Alva director Robin Broke said: ""Visits from Western Europe were up by 10% and from North America by some 9% compared to 2003, while numbers from the rest of the world rose 20%. ""European figures were helped by the rapid growth of low-cost flights to Britain from Europe, especially from new EU countries.""
"
60,entertainment,027.txt,"Lit Idol begins search for author

The second Pop Idol-style search for literary talent has begun with the help of the brother of Simon Cowell.

Writer Tony Cowell is among the judges who will hear aspiring writers read their work aloud. The winner gets a deal with literary agency Curtis Brown. ""I'm not going to be the Mr Nasty of books,"" said Cowell, 54, in reference to his brother's caustic remarks on TV shows Pop Idol and The X-Factor. The 2004 winner, Paul Cavanagh, went on to sign a deal with Harper Collins.

This year, the competition is specifically looking for a crime writer. Writers must submit up to 10,000 words from the opening chapters of their novels and a synopsis. Professional readers will choose a shortlist of five following the competition closing date on 14 January.

The final five will then have to read their work in front of judging panel. A public vote will also take place, which will account for 25% of the final decision. The winner will be announced at the London Book Fair on 14 March next year and could be screened on TV. ""It's very, very hard to find an agent and extremely difficult, without an agent, to get a publisher to look at your work,"" said Cowell. ""People do fall by the wayside and the more avenues we can provide for aspiring authors, the better,"" he added. Paul Cavanagh, a former university professor and health care consultant from Ontario in Canada, was one of 1,466 aspiring novelists to enter the first contest. He lifted the inaugural Lit Idol prize after reading aloud an excerpt of his work Northwest Passage. Three film studios are said to be interested in buying film rights for the book, even though it is not finished yet.
"
61,entertainment,028.txt,"Potter director signs Warner deal

Harry Potter director Alfonso Cuaron has signed a three-year deal with Hollywood studio Warner Brothers, according to Variety trade magazine.

The Mexican film-maker, who directed Harry Potter and the Prisoner of Azkaban, will produce mainstream movies and smaller Spanish-language films. ""We had a wonderful experience with Alfonso on Harry Potter,"" Warner producer Jeff Robinov told Variety. Cuaron's other films include Mexican movie Y Tu Mama Tambien.

The 2001 rites-of-passage drama about two teenage boys who embark on a relationship with an older woman, brought Cuaron international attention - and box office glory.

It also won him and his brother Carlos, with whom he co-wrote the screenplay, an Oscar nomination for best original screenplay. Warner will distribute Cuaron's films in several languages outside the US. ""This deal will give us the opportunity to collaborate with Alfonso on movies that make the most of his artistry and vision, and continue to offer him the mainstream worldwide audiences that our studio provides so successfully,"" said Mr Robinov.

His first film for Warner Brothers was 1995's family fantasy movie A Little Princess. Based on the novel by Frances Hodgson Burnett, A Little Princess tells the story of a young girl who is sent to live in a New York boarding school when her widowed father enlists for war. After the erotic nature of Y Tu Mama Tambien, Cuaron was a surprise choice to direct the third Harry Potter film but his dark interpretation was received well by the public and critics alike.
"
62,entertainment,029.txt,"Baghdad Blogger on big screen

A film based on the internet musings of the ""Baghdad Blogger"" has been shown at the Rotterdam Film Festival.

The film has been directed by the man who calls himself Salam Pax, the author of the weblog about Iraqi life during and after the war. The movie version comes in the form of a series of shorts made by Pax on a hand-held camera. Baghdad Blogger is among a number of films about Iraq showcased at the Dutch festival, which runs until Sunday. Following the fascination with the writing of Salam Pax - not his real name - he began a regular column in The Guardian newspaper and was given a crash course in documentary film-making. For the film he travelled Iraq to document the changing landscape of the country and the problems it has faced since the invasion, speaking to ordinary Iraqis about their experiences. The festival will also see the screening of Underexposure, one of Iraq's first features to emerge since the toppling of Saddam Hussein.

Director Oday Rasheed made the film on discarded 1980s Kodak film taken from the remains for the former Ministry of Culture building. It centres on the lives of families and strangers going about their everyday business as Baghdad is under siege. Rasheed said the title was refers to the isolation felt by Iraqis under Saddam's regime and the difficult time the country is now experiencing. ""Saddam's regime was hell, but now I think the hell has doubled,"" Rasheed said. The festival was also due to screen murdered Dutch film-maker Theo Van Gogh's film about the treatment of woman under Islam, but it was withdrawn due to safety fears. Van Gogh was shot and stabbed in November 2004, following death threats he received about his film Submission.
"
63,entertainment,030.txt,"US critics laud comedy Sideways

Road trip comedy Sideways has had more praise heaped on it by two US critics' associations, adding to honours it has already picked up.

The Chicago Film Critics Association (CFCA) named it winner in five categories including best film and best actor for Paul Giamatti. But the director award went to Clint Eastwood for Million Dollar Baby. The Southeastern Film Critics also awarded Sideways its best film of the year accolade. Director Alexander Payne was named best director, and he also won best screenplay shared with Jim Taylor. The CFCA awarded Thomas Haden Church the best supporting actor prize and Virginia Madsen the best supporting actress award for their roles in the film.

Sideways has already been voted best film by critics associations in New York and Los Angeles and has been nominated for a Golden Globe. British actress Imelda Staunton won the CFCA best actress for the gritty abortion drama Vera Drake, adding to a growing list of awards she has won for her performance in the Mike Leigh film. Scrubs star Zach Braff was named best new director for his debut Garden State. Michael Moore's controversial documentary Fahrenheit 9/11 won the best documentary, while A Very Long Engagement won best foreign film. The Chicago critics have yet to name a date for when their awards ceremony will be held.
"
64,entertainment,031.txt,"Dirty Den's demise seen by 14m

More than 14 million people saw ""Dirty"" Den Watts killed off on Friday, marking EastEnders' 20th anniversary, according to unofficial figures.

Den's death came 16 years after he was supposedly shot in 1989. But he came back to the show in September 2003. The audience for BBC One's one-hour special averaged 13.7 million and peaked at 14.2 million in the last 15 minutes, overnight figures showed. Den died after being confronted by Zoe, Chrissie and Sam in the Queen Vic.

If the ratings are confirmed, the episode will have given the soap its highest audience for a year. The overnight figures showed almost 60% of the viewing public tuned into EastEnders between 2000 and 2100 GMT, leaving ITV1 with about 13%. ""We are very pleased with the figures,"" a BBC spokesman said. ""It shows viewers have really enjoyed the story of Den's demise."" The show's highest audience came at Christmas 1986, when more than 30 million tuned in to see Den, played by Leslie Grantham, hand divorce papers to wife Angie.

Two years later, 24 million saw him apparently shot by a man with a bunch of daffodils by a canal. More than 16 million viewers watched his return in 2003. The show's ratings have since settled down to about 12 million per episode. Grantham hit the headlines in May after a newspaper printed photographs of him apparently exposing himself via a webcam from his dressing room. He also allegedly insulted four co-stars. He apologised for his ""deplorable actions"" and ""a moment's stupidity"".
"
65,entertainment,032.txt,"Redford's vision of Sundance

Despite sporting a corduroy cap pulled low over his face plus a pair of dark glasses, Robert Redford cuts an unmistakable figure through the star-struck crowds at Sundance.

It's a rare downtown appearance for the man who started the annual festival in Park City, Utah back in the 1980s. Now in its twenty-first year, Sundance continues to grow. Some 45,000 people are estimated to have descended on this small ski town with nothing but movies on the mind. It's an opportunity to meet and make deals. Redford wanted Sundance to be a platform for independent film-makers, but the commercial success of many showcased films have led to criticism that the festival is becoming too mainstream.

Smaller festivals like Slamdance and XDance, which take place during the same week in Park City, are competing for Sundance's limelight. But Redford is not worried. ""The more the merrier,"" he says. ""The point was to create opportunities for people who may not have them. ""Once independent film had a place where the work could be seen, suddenly the merchants came. With them the celebrities came, then the paparazzi - and suddenly it began to take on a whole new tone,"" explains Redford.

""People started to say we had gone mainstream and Hollywood, but actually Hollywood came to us because suddenly there was good business in independent film,"" he adds. International film-makers have always been celebrated here, but 2005 is the first year a dedicated World Dramatic and Documentary competition is being held.

Redford wants the festival to encompass viewpoints he believes the American media fails to reflect, particularly how the US is perceived internationally. He has never hidden the fact that he is a Democrat. But he reserves particular disdain for the current Republican administration. ""It's the ability to maintain the importance of dissent in a democratic system which right now is under threat with the attitude of this administration,"" he says. ""I think many voices are being shut down or accused of being unpatriotic if they want to express another point of view. That's very unhealthy and very dangerous.

""If we take that policy into the world, there will be the same victims and the same consequences."" Sundance isn't just one big screening. There are discussion panels and Q&A sessions with directors tackling controversial topics like America's ""culture wars"" and the Iraq war. While Redford wishes the festival to be a forum for dissent, the profile of the audience is fairly monolithic. Educated, middle class and predominantly white Americans comes Sundance, with views from the same end of the political spectrum - anti-war and socially liberal. But Redford knows this and started the Sundance TV Channel in an effort to reach a wider audience. ""When you look at the films here, what we are presenting is very much egalitarian. And it's about good films and good story-telling be it African America, Asian, women, gay, lesbian. ""Sooner or later we will do away with those stereotypical labels and people will say 'it's just a film by so-and so'.""
"
66,entertainment,033.txt,"DVD review: Harry Potter and the Prisoner of Azkaban

This third Harry Potter film brought a change of director and a dramatic visual shake-up that really shines on DVD.

Gone are the warm, bright colours found in the two earlier films, Alfonso Cuaron brings in a bleak and cold feel that is simply gorgeous - and looks even better here than in the cinema. It is all part of the progression of Harry's story into darker areas, but you'll spend time just marvelling at the beautiful Hogwarts landscape.

This is the first Potter film where you get so lost in the screen adaptation that you forget the book. It is the third year at Hogwarts and studies are interrupted, as they always are, by a calamity that only Harry, Ron and Hermione can put right.

It sounds corny. But Harry is no longer the winsome hero, he is a moody teenager and Daniel Radcliffe pulls it off very well. Emma Watson is ever better as Hermione, and the young stars are joined by the usual myriad famous actors including Gary Oldman and Emma Thompson. The film itself is the reason to buy this DVD. But it is laden with behind-the-scenes extras, including funny, if shallow, interviews with all the main cast. But what seems like a long list of features can be swiftly whittled down to the few that you are going to watch. Younger viewers will go for the games which include a Magic You May Have Missed memory test, and Crookshanks chasing off after Scabbers. Adult viewers will ignore those and go straight to the deleted scenes. You will understand why they were deleted but it is fun to see more footage - and not have to hunt through endless menus to find it, as we did on the first Harry Potter DVD. The most interesting pieces are an interview with JK Rowling in Creating The Vision and Conjuring A Scene, a short featurette about the making of the film's big moments.
"
